name,park_name,city_name,state_name,country_name,popularity,length,elevation_gain,difficulty_rating,avg_rating,num_reviews,species_count,bio_category_count,abundance_total,conservation_total,num_features,num_activities,route_type_loop,route_type_out and back,route_type_point to point,principal component 1,principal component 2,principal component 3,principal component 4,Class
Golden Lakes Trail,Mount Rainier National Park,Orting,Washington,United States,4.4302,24783.836,1547.7744,7,4.0,1,1712,9,1162,58,5,6,0,1,0,-0.3419718521176616,1.8243915324268665,0.5792959706644502,1.5900462533977784,4
Goat Island Mountain Trail,Mount Rainier National Park,Paradise Inn,Washington,United States,4.3379,14001.258,1178.9664,7,4.0,8,1712,9,1162,58,5,4,1,0,0,-0.5129504870065895,1.987003352828679,0.47302747727454847,-1.2772926274654182,1
Reflection Lakes via Mazada Ridge Loop,Mount Rainier National Park,Ashford,Washington,United States,4.2876,10460.71,519.9888,3,5.0,4,1712,9,1162,58,8,1,1,0,0,-1.38008236600446,0.7223973970817053,0.1441287553078045,-1.820076519929715,1
Norada Falls to Mazama Ridge Loop,Mount Rainier National Park,Ashford,Washington,United States,4.263,11909.116,633.984,3,5.0,3,1712,9,1162,58,3,1,1,0,0,-1.2347802340417167,1.0905691490981555,-0.9640487265267609,-1.7181175879559916,1
Forest Lake Via Huckleberry Creek and Sourdough Ridge Trails,Mount Rainier National Park,Ashford,Washington,United States,4.136,8529.502,526.9992,3,4.0,9,1712,9,1162,58,6,5,0,1,0,-1.2409920641288703,0.3249195803739058,-0.32345111312613545,0.8709392626387327,4
Wonderland Trail to Shadow Lake,Mount Rainier National Park,Ashford,Washington,United States,4.0631,10299.776,607.7712,3,5.0,7,1712,9,1162,58,6,3,0,1,0,-1.3522244295075334,0.3399139255509559,-0.4021369592855308,0.9685846285328711,4
Deer Creek Falls to Owyhigh Lakes Trail,Mount Rainier National Park,Paradise Inn,Washington,United States,3.879,14966.862,871.728,5,4.0,10,1712,9,1162,58,6,1,0,1,0,-0.9905787206768524,0.9703767003050605,-0.6664039676367535,1.2835080499784077,4
Fay Peak Trail,Mount Rainier National Park,Ashford,Washington,United States,3.7348,4023.35,388.9248,5,3.5,2,1712,9,1162,58,5,4,0,1,0,-1.063425145075888,0.6309289990305943,-0.7610992808168388,1.060119277126537,4
Bench Lake,Mount Rainier National Park,Packwood,Washington,United States,3.6605,2092.142,84.7344,1,4.0,12,1712,9,1162,58,5,4,0,1,0,-1.6323567692833183,-0.2594684792921581,-1.1966437592256647,0.5633550364995427,4
Cowlitz Divide Trail,Mount Rainier National Park,Paradise Inn,Washington,United States,3.5904,16737.136,934.8216,5,3.5,8,1712,9,1162,58,2,2,0,1,0,-0.7924355390331608,1.3040063024139266,-1.518260274761963,1.32234093406002,4
Kautz to Longmire via Indian Henry's Hunting Ground,Mount Rainier National Park,Ashford,Washington,United States,3.5767,19473.014,1178.9664,5,5.0,5,1712,9,1162,58,4,3,0,0,1,-0.09457080758001368,2.6422115427994908,0.38399299103499107,0.1354460301427627,2
Westside Road and South Puyallup Trail,Mount Rainier National Park,Longmire,Washington,United States,3.0963,19794.882,614.7816,5,3.5,3,1712,9,1162,58,4,6,0,1,0,-0.760356831601939,1.0819389405468163,-0.43485539154750047,1.1436598936853415,4
"Carbon Glacier, Mowich Lake and Itsup Creek Loop Trail",Mount Rainier National Park,Ashford,Washington,United States,3.0665,44578.718,1817.8272,5,5.0,4,1712,9,1162,58,8,6,1,0,0,-0.3160118692524516,2.3032439680699754,1.972687173779993,-1.298027921031318,2
Crystal Lake via Sourdough gap and Sheep Lake,Mount Rainier National Park,Naches,Washington,United States,2.9003,12552.852,536.7528,3,3.5,3,1712,9,1162,58,5,3,0,1,0,-1.1586916922813877,0.5610222283816128,-1.0946683631541543,0.9254800212921414,4
Castle Traverse,Mount Rainier National Park,Packwood,Washington,United States,2.7907,8690.436,739.7496,5,4.5,2,1712,9,1162,58,5,5,1,0,0,-0.8694431405728769,1.3698190573053992,0.25490169006647007,-1.637992274704864,1
Mazama Ridge Trail via 4th Crossing Trail,Mount Rainier National Park,Ashford,Washington,United States,2.6828,5793.624,304.8,3,4.5,3,1712,9,1162,58,6,4,0,1,0,-1.367650324916815,0.19792030284022236,-0.5766156623741684,0.8350104074871032,4
Steven’s Canyon Waterfalls Trail,Mount Rainier National Park,Packwood,Washington,United States,2.5493,13196.588,538.8864,3,3.5,4,1712,9,1162,58,2,4,0,1,0,-1.0565580367694796,0.7482319001980565,-1.614898069225823,0.9467569215859876,4
Marcus Peak Trail,Mount Rainier National Park,Paradise Inn,Washington,United States,2.2,13518.456,936.9552,3,4.0,1,1712,9,1162,58,4,4,1,0,0,-0.9220891725129461,1.3492005288323874,-0.4472880352486422,-1.7780911808918198,1
Sunrise to Mystic Lake via Wonderland Trail,Mount Rainier National Park,Ashford,Washington,United States,2.1482,28002.516,1456.944,3,5.0,2,1712,9,1162,58,5,3,0,1,0,-0.8802098084914195,1.207617739587336,-0.3120525446050779,1.2222721739559161,4
Longmire to Mowich Lake,Mount Rainier National Park,Ashford,Washington,United States,2.0606,56005.032,3522.8784,5,5.0,3,1712,9,1162,58,4,3,0,0,1,0.9424840140317247,4.5110264701753655,1.3994709774730985,0.7744194415202145,2
Hurricane Hill via Hurricane Ridge,Olympic National Park,Port Angeles,Washington,United States,42.0778,4988.954,242.9256,3,4.5,621,1917,7,1163,82,7,4,0,1,0,-2.7635433391751523,-2.25953181777096,3.2642822620395577,1.4477011089347365,3
Mount Storm King,Olympic National Park,Port Angeles,Washington,United States,36.5259,6276.426,638.8608,5,5.0,710,1917,7,1163,82,7,4,0,1,0,-2.429459535328041,-1.6767863227636344,3.6521847913200176,1.758770704460672,3
Sol Duc Falls Nature Trail,Olympic National Park,Port Angeles,Washington,United States,35.5599,2574.944,77.724,1,4.5,531,1917,7,1163,82,9,5,0,1,0,-2.8234466785879175,-2.453399914393444,3.0099794893188094,1.0391612438396458,3
Hoh Rain Forest Hall of Moss,Olympic National Park,Forks,Washington,United States,34.6194,1609.34,23.7744,1,4.5,684,1917,7,1163,82,9,6,1,0,0,-2.8288415128059468,-2.1718725839882813,3.9465430142794213,-1.7364989611314368,3
Marymere Falls Trail,Olympic National Park,Port Angeles,Washington,United States,34.5807,2735.878,90.8304,1,4.5,609,1917,7,1163,82,9,4,0,1,0,-2.8903988360160833,-2.519095486068312,2.9586013417727974,1.0880308517477635,3
Hoh River Trail,Olympic National Park,Forks,Washington,United States,28.762,52786.352,1558.7472,3,4.5,277,1917,7,1163,82,9,4,0,1,0,-1.3930575416370674,0.12622531841372933,3.0243143958961154,1.6656901149275252,3
High Divide - Seven Lakes Basin Loop,Olympic National Park,Forks,Washington,United States,28.3496,30577.46,1617.8784,5,5.0,197,1917,7,1163,82,7,6,1,0,0,-1.1558410958393663,0.8283202574601037,3.358391145029134,-1.0317109536801228,3
Ruby Beach,Olympic National Park,Forks,Washington,United States,25.9264,2253.076,20.7264,1,4.5,260,1917,7,1163,82,6,5,1,0,0,-2.2400902298233647,-1.0225845232534412,1.5697106864733457,-1.9070826726721795,1
Staircase Rapids Loop,Olympic National Park,Lilliwaup,Washington,United States,24.8557,3379.614,64.9224,1,4.5,315,1917,7,1163,82,8,5,1,0,0,-2.277930701388539,-1.1376886185312445,2.1242343552735377,-1.909079622945793,3
Spruce Railroad Trail: Lake Crescent,Olympic National Park,Port Angeles,Washington,United States,23.7505,18024.608,131.9784,1,4.5,237,1917,7,1163,82,10,9,0,1,0,-2.049522335536715,-1.3605112092266007,2.7629159262781697,0.8013426821119491,3
Enchanted Valley Chalet via East Fork Quinault River Trail,Olympic National Park,Quinault,Washington,United States,22.7312,49245.804,1414.8816,5,4.5,186,1917,7,1163,82,8,6,0,1,0,-0.9684289167819835,0.724833205462919,2.748574870308752,1.7229239485749488,3
Ozette Triangle Trail,Olympic National Park,Sekiu,Washington,United States,21.7937,13840.324,155.7528,3,4.5,223,1917,7,1163,82,8,6,1,0,0,-1.772586968011874,-0.33877290186771764,2.275562218791895,-1.7051125194894812,1
Madison Falls Trail,Olympic National Park,Port Angeles,Washington,United States,21.7111,482.802,12.8016,1,4.5,189,1917,7,1163,82,10,5,0,1,0,-2.277446014257773,-1.5482087088200764,1.5886408943647221,0.7510634511392189,3
Hole-in-the-Wall Trail,Olympic National Park,Forks,Washington,United States,21.3331,6115.492,116.7384,3,4.5,148,1917,7,1163,82,6,3,0,1,0,-1.9270593076061364,-0.7562232956842343,0.4979962385567091,1.1046996507956717,4
Lake Angeles Trail,Olympic National Park,Port Angeles,Washington,United States,21.0758,10299.776,742.7976,5,4.5,217,1917,7,1163,82,5,3,0,1,0,-1.5385243573997431,-0.0797656585856335,0.8901435802727368,1.513625127870998,4
Klahhane Ridge Trail to Lake Angeles,Olympic National Park,Port Angeles,Washington,United States,21.0469,20277.684,1375.8672,5,4.5,154,1917,7,1163,82,5,4,0,1,0,-1.1845292913193495,0.5006829387472362,1.2244583482363505,1.6423746332212799,4
Lena Lake Trail to Upper Lena Lake Trail,Olympic National Park,Lilliwaup,Washington,United States,20.8291,19312.08,1392.936,5,4.5,149,1917,7,1163,82,7,7,0,1,0,-1.1309303127198242,0.37550586525302415,2.2105864280862986,1.5395528621750907,3
Upper Big Creek Loop Trail,Olympic National Park,Hoodsport,Washington,United States,20.1262,7242.03,338.9376,3,4.5,245,1917,7,1163,82,5,5,1,0,0,-1.7333016291827215,-0.15484726141801464,1.3495564774009439,-1.637192895638368,1
Sunrise Ridge Trail to Mount Angeles,Olympic National Park,Port Angeles,Washington,United States,19.7627,8046.7,530.9616,5,4.5,117,1917,7,1163,82,6,6,0,1,0,-1.4370893527502164,-0.10156116966034734,1.2711920338033786,1.325719486749983,4
Rialto Beach Trail,Olympic National Park,Forks,Washington,United States,18.8617,21565.156,795.8328,3,4.5,94,1917,7,1163,82,5,6,0,1,0,-1.3822121074771438,0.06226538170971584,0.9158232336233042,1.2199077571092702,4
Putvin Trail to Lake of the Angels,Olympic National Park,Lilliwaup,Washington,United States,18.6535,9816.974,1058.8752,7,4.5,146,1917,7,1163,82,6,3,0,1,0,-1.1533713001516315,0.5387335718092012,1.1434781009063766,1.7349555184342944,4
Olympic Hot Springs Trail,Olympic National Park,Port Angeles,Washington,United States,17.7728,34118.008,964.9968,3,4.0,56,1917,7,1163,82,9,6,0,1,0,-1.1915896039347367,0.27198509234293194,1.734175374003526,1.2173148517799601,4
Royal Basin Trail,Olympic National Park,Sequim,Washington,United States,17.6174,25749.44,1147.8768,3,4.5,78,1917,7,1163,82,7,6,0,1,0,-1.2415222782883073,0.2686246275803638,1.4218400501086619,1.2661538444837748,4
Quinault Rain Forest Nature Trail,Olympic National Park,Quinault,Washington,United States,16.5279,1448.406,33.8328,1,4.5,139,1917,7,1163,82,7,6,1,0,0,-1.9176604127486794,-0.5614774864979728,1.1496874932681747,-2.0720471340400937,1
Lovers Lane Trail,Olympic National Park,Forks,Washington,United States,15.9734,9816.974,179.832,3,4.5,80,1917,7,1163,82,8,5,1,0,0,-1.5797443541116734,0.04264568587404153,1.3853555388116174,-1.8009192439341906,1
Quinault River Pony Bridge Trail,Olympic National Park,Quinault,Washington,United States,15.5629,7724.832,354.7872,3,4.5,95,1917,7,1163,82,7,5,0,1,0,-1.629517887157832,-0.38408098808627794,0.7292214366334293,1.0313773346202242,4
Cirque Rim Nature Trail,Olympic National Park,Port Angeles,Washington,United States,15.4197,2574.944,114.9096,1,4.5,100,1917,7,1163,82,9,5,1,0,0,-1.8949539940662354,-0.5080689639818998,1.308345014894777,-2.080644092235468,1
PJ Lake Trail,Olympic National Park,Port Angeles,Washington,United States,15.4162,2414.01,217.932,7,4.5,52,1917,7,1163,82,7,3,0,1,0,-1.3258849316187014,0.19309770024907885,0.6215846152601333,1.4489520277325667,4
Silver Lake Way Trail,Olympic National Park,Quilcene,Washington,United States,15.2309,9656.04,520.9032,3,4.5,57,1917,7,1163,82,7,5,0,1,0,-1.5253524239507155,-0.19741048951791876,0.6926126223703252,1.0568445524702763,4
Lake Constance Trail,Olympic National Park,Brinnon,Washington,United States,14.9382,23335.43,1492.9104,5,4.5,55,1917,7,1163,82,8,7,0,1,0,-0.8712279794278559,0.7990018996822842,1.9483650244990844,1.4780717697705572,4
Heart O' the Forest Trail,Olympic National Park,Port Angeles,Washington,United States,14.6372,7081.096,257.8608,3,4.0,110,1917,7,1163,82,4,4,0,1,0,-1.5768746137818261,-0.2183831759101468,-0.33162528808729486,1.058948322227009,4
Flapjack Lakes Trail,Olympic National Park,Lilliwaup,Washington,United States,14.3761,22369.826,1114.9584,5,4.5,79,1917,7,1163,82,7,3,0,1,0,-1.09137002640451,0.6591297256498266,0.873286817032749,1.507150738872981,4
Olympic National Park Switchback Trail,Olympic National Park,Port Angeles,Washington,United States,13.6763,4345.218,441.96,5,4.5,76,1917,7,1163,82,7,5,0,1,0,-1.371933189540869,0.027461590036141122,0.803409978955752,1.2314993788981758,4
Spruce Nature Trail,Olympic National Park,Forks,Washington,United States,13.3006,2253.076,4.8768,1,4.0,106,1917,7,1163,82,7,5,1,0,0,-1.798445845486811,-0.348727235189946,0.5708288239638734,-2.1053165242892997,1
Pyramid Mountain Trail,Olympic National Park,Port Angeles,Washington,United States,12.9684,10138.842,767.7912,5,4.5,77,1917,7,1163,82,5,3,0,1,0,-1.2300881009526465,0.442383984636661,0.09530896515401059,1.394993435642781,4
Obstruction Point - Deer Park Trail,Olympic National Park,Port Angeles,Washington,United States,12.5753,22369.826,988.7712,5,4.5,49,1917,7,1163,82,5,5,0,1,0,-0.9625154805238697,0.8080738443052977,0.5630788255102377,1.4372007259158026,4
Marymere Falls Trail from Lake Crescent Lodge,Olympic National Park,Port Angeles,Washington,United States,12.3782,3218.68,92.964,1,4.5,70,1917,7,1163,82,5,5,0,1,0,-1.8175937414520977,-0.651311808797927,-0.33755309154070284,0.7276151165545364,4
Deer Lake Trail,Olympic National Park,Port Angeles,Washington,United States,12.075,10138.842,589.788,3,4.0,49,1917,7,1163,82,7,5,0,1,0,-1.3748615425170123,0.012193412971754967,0.3895157908768834,1.0295691943110743,4
Lower South Fork Skokomish Trail,Olympic National Park,Hoodsport,Washington,United States,11.9014,16254.334,342.9,3,4.0,80,1917,7,1163,82,6,5,0,1,0,-1.3894048631301075,0.00925858451161086,0.19994690809624074,1.0325595193771777,4
Olympic Coast South Trail,Olympic National Park,Forks,Washington,United States,11.889,25588.506,693.7248,5,5.0,39,1917,7,1163,82,9,8,0,0,1,-0.27596677923529217,1.8669456370467175,2.814578439441762,0.03020780418637269,2
Blue Mountain Trail,Olympic National Park,Port Angeles,Washington,United States,11.3494,643.736,39.9288,1,4.5,24,1917,7,1163,82,6,4,1,0,0,-1.7475786358256922,-0.13671306488592913,-0.027367893012251947,-2.1026384778354985,1
Humes Ranch Loop Trail,Olympic National Park,Port Angeles,Washington,United States,11.2113,9495.106,313.944,3,4.5,20,1917,7,1163,82,7,4,1,0,0,-1.3953825446835064,0.43517679374954066,0.5922971543056623,-1.8008830550723187,1
Hoh River Trail to Blue Glacier Trail,Olympic National Park,Forks,Washington,United States,11.0216,54717.56,1836.7248,5,4.5,37,1917,7,1163,82,4,5,0,1,0,-0.3563440592781249,1.924275753196571,0.797251546093062,1.7593242899745298,2
Shi Shi to Ozette River Beach Trail,Olympic National Park,La Push,Washington,United States,10.9986,28324.384,759.8664,3,4.5,27,1917,7,1163,82,6,8,0,1,0,-1.0539010074594177,0.48371810148573224,0.9528306939863932,1.091240702201497,4
Mount Washington,Olympic National Park,Lilliwaup,Washington,United States,10.9708,6598.294,978.7128,5,4.5,39,1917,7,1163,82,5,3,0,1,0,-1.1263124025056843,0.6192905545445404,-0.07593547963264737,1.3901312631111586,4
Grand Pass Trail,Olympic National Park,Port Angeles,Washington,United States,10.9603,22530.76,1788.8712,7,5.0,28,1917,7,1163,82,7,3,0,1,0,-0.6214770982110079,1.494899389644434,1.1346788263509358,1.833087564242472,4
Sol Duc Falls Nature Trail to Appleton Pass Trail,Olympic National Park,Forks,Washington,United States,10.6441,15288.73,590.7024,5,4.5,38,1917,7,1163,82,7,5,0,1,0,-1.1265174400848506,0.4605800363037706,0.6903107377420074,1.2728184012163242,4
North Fork Skokomish River Trail,Olympic National Park,Lilliwaup,Washington,United States,10.5381,37819.49,1574.9016,5,4.5,52,1917,7,1163,82,7,3,0,1,0,-0.7070549433704832,1.3398494338234117,0.8831259982869827,1.6310451239438462,4
Black and White Lakes Primitive Trail,Olympic National Park,Lilliwaup,Washington,United States,10.3849,23979.166,1339.9008,5,4.0,13,1917,7,1163,82,6,7,1,0,0,-0.5859096302825793,1.6442704237669687,1.424742021888571,-1.3793912600465803,1
Peabody Creek Trail,Olympic National Park,Port Angeles,Washington,United States,10.2457,7563.898,303.8856,3,4.0,66,1917,7,1163,82,7,5,0,1,0,-1.4516319315985442,-0.13400029704317964,0.20600680914132777,0.9500815582312233,4
Deer Ridge Trail,Olympic National Park,Sequim,Washington,United States,10.0549,14805.928,899.7696,5,4.5,46,1917,7,1163,82,4,3,0,1,0,-1.0369817396019028,0.8007796791977271,-0.290841624978842,1.421766836419415,4
Third Beach to Hoh River,Olympic National Park,Forks,Washington,United States,10.0088,24622.902,610.8192,3,4.5,30,1917,7,1163,82,5,7,0,0,1,-0.3663182377384212,1.8354712135361946,1.179358766852748,-0.1650875207944944,2
Olympic Peninsula Loop Drive,Olympic National Park,Olympia,Washington,United States,9.9486,529794.728,5096.8656,1,4.5,18,1917,7,1163,82,10,6,1,0,0,4.638710926127968,11.335655186673158,7.864931704989592,1.2903827417881355,2
Wagonwheel Lake Trail,Olympic National Park,Lilliwaup,Washington,United States,9.9065,7885.766,1016.8128,7,4.5,51,1917,7,1163,82,6,5,0,1,0,-0.8446822837540421,0.939397037298357,0.7470236258898089,1.5605056413913823,4
Mount Muller Trail,Olympic National Park,Port Angeles,Washington,United States,9.7995,20921.42,1033.8816,5,4.5,34,1917,7,1163,82,5,5,1,0,0,-0.7912855079379695,1.4596622849743108,0.8403475744819561,-1.3786711580193656,1
Moments in Time Trail,Olympic National Park,Port Angeles,Washington,United States,9.666,1126.538,2.7432,1,4.0,38,1917,7,1163,82,8,5,1,0,0,-1.6890600197785641,-0.18826714654540025,0.4187883856222925,-2.182693868729752,1
Spruce Nature Trail and Hall of Mosses Loop,Olympic National Park,Joyce,Washington,United States,9.5826,3379.614,24.9936,1,4.5,37,1917,7,1163,82,5,3,1,0,0,-1.7062523332129957,0.01188113177803062,-0.493248889003985,-2.0651608861121757,1
Elwha River Trail,Olympic National Park,Port Angeles,Washington,United States,9.5029,41360.038,1863.852,3,4.5,24,1917,7,1163,82,6,6,0,0,1,0.11013217110812613,2.732439662732657,1.748579876118625,0.17263765010357685,2
Deer Park Road,Olympic National Park,Port Angeles,Washington,United States,9.3978,18990.212,1357.884,3,4.5,23,1917,7,1163,82,5,3,0,0,1,-0.3063534634360997,2.1741953909525398,0.5791718402321016,0.046422756291102166,2
Grand Lake via Badger Valley Trail,Olympic National Park,Port Angeles,Washington,United States,9.3384,13357.522,862.8888,5,5.0,12,1917,7,1163,82,7,5,0,1,0,-1.0639577492338743,0.6148156943070886,0.7504713566309732,1.3126424298817576,4
Gladys Divide Primitive Trail,Olympic National Park,Lilliwaup,Washington,United States,9.319,26393.176,1424.94,5,5.0,18,1917,7,1163,82,6,3,0,1,0,-0.8276031124937926,1.1835775917379066,0.47094966620058537,1.5517946895111414,4
High Divide and Seven Lakes Basin,Olympic National Park,Port Angeles,Washington,United States,9.2802,34761.744,2075.9928,5,5.0,12,1917,7,1163,82,5,5,1,0,0,-0.38614333910121146,2.2379601059660628,1.3557793425972118,-1.0987311546986467,2
Mildred Lakes Trail,Olympic National Park,Lilliwaup,Washington,United States,9.2389,9977.908,903.732,7,4.0,34,1917,7,1163,82,7,4,0,1,0,-0.8287902356802063,0.9560923538078471,0.5708026469874562,1.5292542023537967,4
Fallsview Canyon Trail,Olympic National Park,Quilcene,Washington,United States,9.2151,2092.142,86.868,1,4.0,38,1917,7,1163,82,7,5,0,1,0,-1.7223115377673488,-0.5839950742607168,-0.2752422526050998,0.6389847567642477,4
Heather Park via Lake Angeles Trail,Olympic National Park,Port Angeles,Washington,United States,9.0566,24301.034,2030.8824,5,4.5,39,1917,7,1163,82,6,5,1,0,0,-0.4861595541042118,1.983516509673112,1.3951873772141363,-1.1766700958729701,2
Upper Dungeness Trail to Constance Pass trail Junction,Olympic National Park,Quilcene,Washington,United States,9.0068,31221.196,1385.9256,5,4.5,32,1917,7,1163,82,6,5,0,1,0,-0.6917486331223541,1.2618584261714907,0.7597850666946454,1.5090848344525873,4
Badger Valley to Grand Lake and Grand Pass Loop,Olympic National Park,Port Angeles,Washington,United States,8.9726,13840.324,809.8536,3,5.0,31,1917,7,1163,82,3,4,1,0,0,-1.142163418806427,1.0155250977637595,-0.1062547504675283,-1.6211751626336608,1
Slab Camp Trail,Olympic National Park,Sequim,Washington,United States,8.551,8851.37,415.7472,3,4.0,42,1917,7,1163,82,6,7,0,1,0,-1.2709150786044336,0.08736409945875369,0.23654848338439263,0.9238569085646531,4
Four Stream Trail,Olympic National Park,Lilliwaup,Washington,United States,8.4865,11426.314,325.8312,1,4.0,24,1917,7,1163,82,8,6,0,1,0,-1.529775973403961,-0.31798314173083647,0.23111328880127524,0.6825946152548112,4
Upper Dungeness Trail to Handy Camp,Olympic National Park,Sequim,Washington,United States,8.4035,10460.71,228.9048,3,4.5,52,1917,7,1163,82,3,5,0,1,0,-1.3606550842450547,0.1568304627525988,-0.7271644907835811,0.9991776208039785,4
"Olympic Hot Springs, Appleton Pass, and Sol Duc Loop Trail",Olympic National Park,Port Angeles,Washington,United States,8.3871,39106.962,2400.9096,5,4.5,6,1917,7,1163,82,8,5,1,0,0,-0.24005747557396842,2.386026111357223,2.0019056821589425,-1.0789638507860493,2
West Elwha River Trail,Olympic National Park,Port Angeles,Washington,United States,8.3762,9816.974,376.7328,3,4.5,22,1917,7,1163,82,5,3,0,1,0,-1.3973537224822745,0.16620585669072305,-0.6638169523393447,1.0316712055280939,4
Enchanted Valley LaCrosse Basin O'Neill Pass Loop,Olympic National Park,Quinault,Washington,United States,8.3761,81593.538,3363.7728,7,5.0,5,1917,7,1163,82,5,6,1,0,0,0.6752555874661457,4.057197888765747,2.5682462973408526,-0.427339527121619,2
Elk Mountain Trail Loop,Olympic National Park,Port Angeles,Washington,United States,8.0055,6920.162,417.8808,3,4.5,12,1917,7,1163,82,5,5,1,0,0,-1.2414269366413682,0.6811405323840259,0.11809935749448956,-1.815682986186802,1
Hoh River Trail to Hoh Lake Trail,Olympic National Park,Joyce,Washington,United States,7.9507,46027.124,1375.8672,7,4.5,11,1917,7,1163,82,6,5,0,1,0,-0.3088407447614185,1.9094600049645039,1.019878891349151,1.7803441693896733,2
Elk Lake Trail,Olympic National Park,Lilliwaup,Washington,United States,7.8187,5632.69,147.828,1,4.0,17,1917,7,1163,82,7,3,0,1,0,-1.6811501465923093,-0.39586893081251656,-0.720492452840973,0.6941447704062715,4
Sand Point Trail,Olympic National Park,Clallam Bay,Washington,United States,7.8124,9495.106,103.9368,1,4.5,26,1917,7,1163,82,8,6,0,1,0,-1.6440468859632216,-0.4784600630651719,0.23396801053604327,0.6371390651908142,4
Olympic National Park Little River Trail,Olympic National Park,Port Angeles,Washington,United States,7.6516,22208.892,1099.7184,5,4.5,38,1917,7,1163,82,6,4,0,1,0,-0.8597761386088106,1.010289899733247,0.33221543378460144,1.422159431896245,4
Hurricane Hill Nature Trail to Little River Trail,Olympic National Park,Port Angeles,Washington,United States,7.522,24783.836,1514.856,5,4.5,10,1917,7,1163,82,7,4,0,1,0,-0.7122346284232476,1.254218678990596,0.6487847447507339,1.4929796576313867,4
Bon Jon Pass OHV Route,Olympic National Park,Sequim,Washington,United States,7.4426,51981.682,1189.9392,3,4.0,19,1917,7,1163,82,4,1,0,0,1,0.011625699931767042,2.8427526098945752,-0.009837994906921249,0.19447695173849666,2
North Fork of the Sol Duc Trail,Olympic National Park,Port Angeles,Washington,United States,7.4151,30738.394,1550.8224,3,4.5,7,1917,7,1163,82,6,6,0,1,0,-0.7687203690067258,1.09993313091168,0.6084365972307268,1.2732411377355364,4
Kalaloch to Browns Point Trail,Olympic National Park,Forks,Washington,United States,7.3384,9012.304,77.724,1,4.5,15,1917,7,1163,82,6,4,0,1,0,-1.655194668194549,-0.33944688418989327,-0.6628312344052808,0.696198945223643,4
Boulder Lake Trail,Olympic National Park,Port Angeles,Washington,United States,7.1784,19151.146,1127.76,5,4.5,7,1917,7,1163,82,5,6,0,1,0,-0.7653887464942045,1.0799335269745465,0.3486020927422932,1.3659158644532214,4
Dry Creek Trail,Olympic National Park,Hoodsport,Washington,United States,7.1425,10943.512,330.708,3,4.5,37,1917,7,1163,82,5,2,0,1,0,-1.413366481729586,0.1919728055495137,-0.8884072647852449,1.0460299044888133,4
Beach Trail 2,Olympic National Park,Forks,Washington,United States,7.1076,5632.69,16.764,1,5.0,8,1917,7,1163,82,6,5,0,1,0,-1.7110575139415762,-0.4530711057670076,-0.43306107492437,0.65422347860668,4
Obstruction Point Road,Olympic National Park,Port Angeles,Washington,United States,7.0205,23818.232,875.9952,3,4.0,13,1917,7,1163,82,5,2,0,1,0,-1.0691970382045943,0.766444826540113,-0.7800623511517779,1.1937625474886113,4
Devil's Punchbowl via Spruce Railroad Trail,Olympic National Park,Port Angeles,Washington,United States,6.9322,3862.416,43.8912,1,4.5,38,1917,7,1163,82,4,2,0,1,0,-1.7421177938724606,-0.3384564288557236,-1.5226269109524415,0.7458085130842165,4
Griff Creek Trail,Olympic National Park,Port Angeles,Washington,United States,6.9174,7563.898,847.9536,5,5.0,9,1917,7,1163,82,3,4,0,1,0,-1.015015648541613,0.8351609171338601,-0.5657811210031044,1.3419238582286646,4
Wedding Rocks Trail,Olympic National Park,Sekiu,Washington,United States,6.8844,13357.522,227.9904,3,4.5,17,1917,7,1163,82,5,5,0,1,0,-1.3090585002748854,0.2020923856960982,-0.4085343221372693,0.9570848043168695,4
Maple Glade Nature Trail,Olympic National Park,Amanda Park,Washington,United States,6.8642,804.67,5.7912,1,4.5,11,1917,7,1163,82,7,4,1,0,0,-1.6616770159532193,-0.021795161480259125,-0.09729124017359944,-2.1661351386530208,1
Wynoochee Lake Shore Trail,Olympic National Park,Quinault,Washington,United States,6.8,23979.166,479.7552,3,3.5,20,1917,7,1163,82,5,3,1,0,0,-1.0070675089769456,1.1262257209814104,-0.3735181978392937,-1.712320885933389,1
Point of the Arches Trail,Olympic National Park,Sekiu,Washington,United States,6.7587,36049.216,865.9368,5,4.5,4,1917,7,1163,82,6,5,0,1,0,-0.7178849592772752,1.2085995793559596,0.44080052930386115,1.394871668102895,4
North Fork Quinault Trail,Olympic National Park,Quinault,Washington,United States,6.6579,47958.332,1692.8592,3,4.5,12,1917,7,1163,82,5,5,0,1,0,-0.5642816154016451,1.551427970044137,0.37168657131958394,1.4159750628553065,4
Barnes Creek Trail,Olympic National Park,Port Angeles,Washington,United States,6.6573,28002.516,1318.8696,5,4.0,13,1917,7,1163,82,7,4,0,1,0,-0.6723521398730707,1.2757997754982586,0.44519978948733996,1.4475844458963412,4
Hurricane Hill,Olympic National Park,Port Angeles,Washington,United States,6.6494,17541.806,1623.9744,5,4.0,8,1917,7,1163,82,4,4,0,1,0,-0.6210118042309989,1.4274732657739622,-0.2613040832667076,1.5028350614794774,4
Upper Maynard Burn Way Trail,Olympic National Park,Sequim,Washington,United States,6.6163,15449.664,1244.8032,5,4.5,7,1917,7,1163,82,5,3,1,0,0,-0.7462493735633483,1.6436693515890874,0.23948989325402942,-1.3521319801209193,1
